title,company_name_reworked,website,phone,city,category,abstract,ai_first_sentence
SLÁVIK TEAM,SLÁVIK TEAM,https://www.slavikteam.sk/,+421 905 225 553,Nové Zámky,Stavebná firma,,
Firma Füle s.r.o.,FIRMA,http://www.fule.sk/,+421 905 441 240,Holice-na Ostrove,Stavebná firma,,
Čerpanie betónu,Čerpanie betónu,http://www.cerpaniebetonu.sk/,+421 908 679 102,Bratislava,Stavebná firma,,
DUNABETON s.r.o.,DUNABETON,http://www.nanainvest.sk/,+421 36/751 10 26,Štúrovo,Firemná kancelária,,
Čerpanie betónu - Narainy s.r.o.,Čerpanie betónu,http://www.cerpaniebetonu.eu/,+421 908 682 121,Trstice,Dodávateľ betónu a betónových zmesí,,
Betónové Výrobky Kormoš,Betónové Výrobky Kormoš,,+421 36/759 72 33,Nána,Dodávateľ,,
Čerpanie betónu stabilkou,Čerpanie betónu stabilkou,http://www.cerpaniebetonu.sk/,+421 908 679 102,"Alžbetin Dvor, Miloslavov",Dodávateľ betónu a betónových zmesí,,
PROLEŠENIE s.r.o.,PROLEŠENIE,http://prolesenie.sk/,+421 915 235 695,Trstice,Stavebná firma,,
EBI - Prenájom lešenia,EBI,https://lesenie-ebi.sk/,+421 908 188 445,Trstice,Stavebné služby,,
"Lešenie SK, s.r.o.",Lešenie SK,http://www.leseniesk.sk/,+421 919 378 348,Bratislava,Stavebná firma,,
Ján Michna - lešenie JM Prešov,JÁN,https://www.leseniejm.sk/,+421 905 890 747,Ľubotice,Dodávateľ stavebných materiálov,,
Lešenie Levice,Lešenie Levice,http://lesenie-levice.sk/,+421 908 767 184,Levice,Stavebné služby,,
Profilešenie Lučenec - prenájom lešenia Scaffel s.r.o,Profilešenie Lučenec,https://www.profilesenie.sk/,+421 944 215 180,Ľuboreč,Požičovňa lešení,,
Lešenie Košice,Lešenie Košice,https://www.leseniekosice.sk/,+421 902 589 737,Košice,Stavebné služby,,
Fasádne Lešenie Košice,Fasádne Lešenie Košice,https://www.fasadne-lesenie.sk/,+421 910 502 350,Košice,Požičovňa lešení,,
Svet Lešenia,SVET,http://www.svetlesenia.sk/,+421 904 687 065,Párnica,Dodávateľ stavebných potrieb,,
Lemino s.r.o.,Lemino,http://www.lemino.sk/,+421 948 303 906,Bratislava,Požičovňa lešení,,
"Lešenie SK, s.r.o.",Lešenie SK,https://www.leseniesk.sk/,+421 919 378 348,Trnava,Stavebná firma,,
Lešenie Janiga - montáž/demontáž/prenájom,Lešenie Janiga,,+421 948 479 938,Ružomberok,Požičovňa lešení,,
"Požičovňa lešenia Piešťany, s. r. o.",Požičovňa lešenia Piešťany,http://www.pozicovna-lesenia-piestany.sk/contact.php,+421 908 655 678,Kočín - Lančár,Požičovňa lešení,,
Lešenie - Košice,Lešenie,http://www.lesenie-kosice.sk/,+421 915 040 604,Staré Mesto,Prenájom stavebných zariadení,,
T.I.S. plus s.r.o.,T.I.S. plus,http://tisplus.sk/,+421 949 321 450,Rožňava,Stavebná firma,,
"STABILEN, s.r.o.",STABILEN,http://www.stabilen.sk/,+421 911 563 019,Bratislava,Požičovňa zariadení,,
Lešenárskepráce,Lešenárskepráce,http://www.lesenarskeprace.sk/,+421 901 711 736,Senica,Požičovňa lešení,,
"SRICH s.r.o., LEŠENIE - PRÁCA V ZAHRANIČÍ","SRICH, LEŠENIE",http://srich.sk/,+421 908 526 264,Bratislava,Stavebná firma,,
KOSMO spol. s r.o.,KOSMO,http://www.kosmolesenie.sk/kontakt/,+421 908 378 222,Bratislava,Požičovňa lešení,,
PTS - BETON spol. s r.o.,PTS,http://www.pts-beton.sk/,+421 907 897 791,Veľký Meder,Dodávateľ plotov,,
Betónové cestné panely - Selunax s.r.o.,Betónové cestné panely,https://www.betonfabrik.sk/,+421 903 810 886,Dulov,Obchod,,
Betonáreň INVEST-IN,Betonáreň INVEST-IN,http://www.invest-in.sk/,+421 905 202 074,"Horné Krškany, Nitra",Dodávateľ hotového betónu,,
Brikson s.r.o.,Brikson,https://brikson.sk/,+421 948 056 999,Levice,Stavebná firma,,
Obkladačské práce FR - Bratislava,Obkladačské práce FR,https://www.obkladacskepracefr.sk/,+421 944 507 212,Bratislava-V,Dodávateľ stavebných materiálov,,
Obkladač Žilina,Obkladač Žilina,,+421 917 842 510,"Budatín, Žilina",Stavebná firma,,
Váš Obkladač,VÁŠ,https://vasobkladac.sk/,+421 907 665 156,Ľubica,Dodávateľ dlaždíc,,
Dobrý obkladač,DOBRÝ,http://dobryobkladac.sk/kontakt/,+421 902 757 783,Kapušany,,,
Obkladačské práce-Nitriansky kraj,Obkladačské práce-Nitriansky kraj,,+421 915 327 054,Komárno,Dodávateľ obloženia,,
Obkladačské práce - Aleksandr Skakun,Obkladačské práce,,+421 951 240 144,Nové Zámky,Stavebné služby,,
DUKEMONT,DUKEMONT,https://dukemont-obkladac.sk/,+421 903 112 465,Nitra,Stavebné služby,,
obkladydlazby.com,obkladydlazby,http://obkladydlazby.com/,+421 902 334 361,Vrakuňa,Remeslá,,
Pokládka veľkoformátových dlažieb a obkladov JK,Pokládka veľkoformátových dlažieb a obkladov JK,https://www.obklady-a-dlazby.sk/,+421 905 453 146,Bratislava,Stavebné služby,,
"STAV-PIPO, s.r.o.",STAV-PIPO,,+421 917 641 976,Štúrovo,Stavebniny,,
Praktik,Praktik,http://www.kupelne-praktik.sk/,+421 35/640 07 77,Nové Zámky,Obchod s príslušenstvom do kúpeľne,,
"INGEMA - obklady, dlažby, kúpeľne",INGEMA,https://www.ingema.sk/,+421 915 437 614,Žilina,Obchod s príslušenstvom do kúpeľne,,
"INGEMA - obklady, dlažby, kúpeľne",INGEMA,https://www.ingema.sk/,+421 908 094 558,Trnava,Obchod s príslušenstvom do kúpeľne,,
"INGEMA - obklady, dlažby, kúpeľne",INGEMA,https://www.ingema.sk/,+421 908 348 737,Banská Bystrica,Obchod s príslušenstvom do kúpeľne,,
"INGEMA - obklady, dlažby, kúpeľne",INGEMA,https://www.ingema.sk/,+421 917 689 058,Košice,Obchod s príslušenstvom do kúpeľne,,
"Obklady a dlažby z Talianska. Toscana Ba, s.r.o. Talianska kúpelňa. Talianske zrkadlo.",Obklady a dlažby z Talianska. Toscana Ba Talianska kúpelňa. Talianske zrkadlo.,http://www.toscana.sk/,+421 905 622 075,Rača,Obchod s príslušenstvom do kúpeľne,,
"HESTIA NZ (KOVAX group, s.r.o.)",HESTIA NZ (KOVAX group),http://www.hestiahome.sk/,+421 944 456 804,"Pri Bani, Nové Zámky",Obchod s príslušenstvom do kúpeľne,,
Kúpeľňové štúdio BETA2KERAMIKA - Kolónia,Kúpeľňové štúdio BETA2KERAMIKA,https://b2k.sk/,+421 903 475 383,Galanta,Veľkoobchod,,
"Marbec - kúpeľne, kuchyne, podlahy",Marbec,http://www.marbec.sk/,+421 905 456 786,Nové Zámky,Obchod s príslušenstvom do kúpeľne,,
Kúpeľnové štúdio Tiles,Kúpeľnové štúdio Tiles,http://www.tiles-kupelne.sk/,+421 908 528 638,Piešťany,Obchod s príslušenstvom do kúpeľne,,
DOMEN - Kúpeľne Vašich Snov,DOMEN,https://domen.sk/,+421 902 915 631,Nové Zámky,Obchod s príslušenstvom do kúpeľne,,
"Star Dom - Kúpeľne, Obklady, Dlažby",STAR,https://www.star-dom.sk/,+421 903 201 706,Galanta,Obchod s príslušenstvom do kúpeľne,,
Kúpeľňové štúdio L&Š,Kúpeľňové štúdio L&Š,https://www.farby.sk/sluzby/kupelnove-studio/,+421 915 991 056,Nitra,Obchod s príslušenstvom do kúpeľne,,
DOMEN – Kúpeľne Vašich Snov,DOMEN,https://domen.sk/,+421 35/642 10 55,Nové Zámky,Obchod s príslušenstvom do kúpeľne,,
"TARCHI - Dizajnové kúpeľne, obklady, dlažby, kúpeľňové štúdio Bratislava",TARCHI,http://www.tarchi.sk/,+421 905 852 774,Bratislava,Obchod s dlažbou a kachličkami,,
"Instav - Bohatá, s.r.o.",Instav,http://www.obkladyhurbanovo.sk/,+421 905 550 091,Hurbanovo,Obchod s príslušenstvom do kúpeľne,,
"OUTLET NEXTERIO | Obklady, Dlažby, Kúpeľne",OUTLET NEXTERIO,https://nexterio.sk/?utm_source=google&utm_medium=wizytowka&utm_campaign=Bratislava,+421 948 847 409,Ružinov,Obchod s príslušenstvom do kúpeľne,,
BENEVA - kúpeľňové štúdio,BENEVA,https://www.beneva.sk/,+421 908 713 446,Nitra,Obchod s príslušenstvom do kúpeľne,,
"INGEMA - obklady, dlažby, kúpeľne",INGEMA,https://www.ingema.sk/,+421 905 325 948,Tovarníky,Obchod s dlažbou a kachličkami,,
Kamenárstvo Szalma,Kamenárstvo Szalma,http://www.kam-szalma.sk/,+421 907 344 810,Dubník,Kamenár,,
Juraj Sindár,JURAJ,,+421 905 392 086,Štúrovo,Kamenár,,
Kamenárstvo Bélai,Kamenárstvo Bélai,http://www.kamenarstvo-belai.sk/,+421 905 500 309,Marcelová,Kameňorezba,,
Kamenárstvo Kajal - Dömény,Kamenárstvo Kajal,https://kamenarstvokajal.sk/,+421 948 312 754,Kajal,Kamenár,,
Szalma A spol. V.o.s. - Kamenárstvo,Szalma A spol. V.o.s.,http://www.kam-szalma.sk/,+421 35/649 54 83,Dubník,Kameňorezba,,
Kamenárstvo Paradiso-India,Kamenárstvo Paradiso-India,http://www.paradisoindia.sk/,+421 905 788 372,Branovo,Kamenár,,
"Písmená na hrob, Zlátenie a dosekávanie písma, Kamenárstvo MBM Nitra","Písmená na hrob, Zlátenie a dosekávanie písma, Kamenárstvo MBM Nitra",http://www.mbmnitra.sk/,+421 907 717 644,Čab,Kamenár,,
Kamenárstvo s.r.o.,Kamenárstvo,http://www.kamenarstvo-zm.sk/,+421 905 267 424,Zlaté Moravce,Kamenár,,
Kamenárstvo KUŤKA,Kamenárstvo KUŤKA,https://www.kamenarstvokutka.sk/,+421 907 783 885,Levice,Kamenár,,
Kamenárstvo ČAPUCHA STONE,Kamenárstvo ČAPUCHA STONE,http://www.capucha-stone.sk/,+421 919 317 332,Nové Zámky,Výrobca pomníkov,,
KAMENÁRSTVO DARÁZS,KAMENÁRSTVO DARÁZS,,+421 905 899 102,Kameničná,,,
Kamenárstvo Monument,Kamenárstvo Monument,https://www.kamenarstvo-monument.sk/,+421 903 202 052,Palárikovo,Kamenár,,
"Kamenárstvo - MM ""Bratia Bírovci""",Kamenárstvo,http://www.kamenarstvo-mm.sk/,+421 907 503 181,Veľké Zálužie,Kamenár,,
"KAMENÁRSTVO ŠAMORÍN, s.r.o.",KAMENÁRSTVO ŠAMORÍN,http://www.kamenarstvo-s.sk/,+421 907 571 552,Šamorín,Kamenár,,
Kamenárstvo Kocian s.r.o,Kamenárstvo Kocian,http://www.kamenarstvokocian.sk/,+421 917 406 201,Nová Baňa,Kamenár,,
Kamenár - Štefan Kušnír,Kamenár,https://kamenarstvo-kusnir.sk/,+421 908 068 247,Baldovce,Kamenár,,
Kamenárstvo Bánov Melišek,Kamenárstvo Bánov Melišek,http://www.kamenarstvobanov.sk/,+421 905 365 881,Bánov,Kamenár,,
Kamenárstvo KAM-MAN,Kamenárstvo KAM-MAN,https://www.kam-man.sk/,+421 31/787 71 16,Veľké Úľany,Kamenár,,
Kamenárstvo BERINO s.r.o.,Kamenárstvo BERINO,https://www.berino.sk/,+421 903 351 470,Petržalka,Kamenár,,
"Dizajnové kamenárstvo Gora Slovakia, spol. s r.o.",Dizajnové kamenárstvo Gora Slovakia,https://www.goraslovakia.sk/,+421 905 877 566,Sládkovičovo,Kamenár,,
Pokládka zámkovej dlažby * Miroslav Dóka,Pokládka zámkovej dlažby * Miroslav Dóka,http://pokladkadlazby.com/,+421 907 780 279,Senec,Stavebná firma,,
ExterierStav pokládka zámkovej dlažby a stavba plota,ExterierStav pokládka zámkovej dlažby a stavba plota,http://www.exterierstav.sk/,+421 907 367 766,Most pri Bratislave,Stavebná firma,,
Richard Šulka - Pokládka zámkovej dlažby,Richard Šulka,,+421 915 407 621,"Vajka nad Žitavou, Lúčnica nad Žitavou",Dodávateľ dlažobných prác,,
"Michal Gabčo - pokládka zámkovej dlažby, okrasné ploty, stavebné práce",Michal Gabčo,http://mgstavbyplotydlazby.sk/,+421 940 551 428,Liptovský Hrádok,Stavebná firma,,
BAJZÍK JURAJ - Pokládka zámkovej dlažby,BAJZÍK JURAJ,http://www.bajzo.sk/,+421 902 094 112,Závada,Dodávateľ,,
"ZATO, s.r.o.",ZATO,https://www.zato.sk/,+421 907 215 599,Prešov,Stavebná firma,,
Wemadi - pokládka zámkovej dlažby Bardejov,Wemadi,http://wemadi.sk/,+421 910 245 358,Bardejov,Stavebná firma,,
"MAAG, s.r.o.",MAAG,https://maag.sk/,+421 905 346 227,Bratislava,Obchod s dlažbou a kachličkami,,
LABUDA MAREK – LBD,LABUDA MAREK,http://www.lbdzamkovedlazby.sk/,+421 905 673 561,Chrabrany,Dodávateľ,,
Jaroslav Horvat Pokládka zamkovej dlažby obrubníkov okrasných murikov,Jaroslav Horvat Pokládka zamkovej dlažby obrubníkov okrasných murikov,,+421 951 747 044,Hanušovce nad Topľou,Stavebná firma,,
TILERPRO.SK OBKLADAČSKÉ PRÁCE,TILERPRO OBKLADAČSKÉ PRÁCE,https://tilerpro.sk/,+421 951 331 279,Ružinov,Stavebná firma,,
KUBIŠ DLAŽBY,KUBIŠ,https://www.kubisdlazby.sk/,+421 915 038 519,Kátlovce,Stavebné služby,,
Pokládka dlažby Tiramisu,Pokládka dlažby Tiramisu,https://www.pokladka-dlazby.sk/zavitovy-krizik/17-zavitovy-krizik-3-mm.html,+421 908 347 598,Bardejov,,,
Zámkové dlažby Jašter,Zámkové dlažby Jašter,https://jaster.sk/,+421 947 199 125,Trenčianske Jastrabie,Stavebná firma,,
Kalti,Kalti,http://www.kalti.sk/,+421 948 088 296,Hurbanovo,Kamenár,,
Cording,Cording,http://www.cording.sk/doplnky.html,+421 905 489 585,Hurbanovo,Kamenár,,
Maliarske práce,Maliarske práce,,+421 911 213 459,Staré Mesto,Maliar,,
Maliarske práce KAHAN,Maliarske práce KAHAN,http://www.kahan.sk/,+421 910 910 463,Nitra,Maliar,,
Maliarske práce - SEKOSET s.r.o.,Maliarske práce,http://maliarskeprace-ba.sk/,+421 905 315 233,Pezinok,Maliar,,
Maliarske prace,Maliarske prace,https://www.facebook.com/maliarske.prace.rekonstrukcie,+421 910 919 519,Žilina-Vlčince,Maliar,,
Maliar Košice – maľovanie a tapetovanie bytov a rodinných domov,Maliar Košice,https://www.maliar-kosice.sk/,+421 948 600 838,Košice,Maliar,,
Maliarske prace Trenčín maliar Trenčín,Maliarske prace Trenčín maliar Trenčín,http://www.maliarske-prace.com/,+421 949 192 475,"Zlatovce, Trenčín",Maliar,,
"Róbert Drugač DRU - STAV, maliarske práce Ružomberok, Liptovský Mikuláš",Róbert Drugač DRU,https://www.malujemeliptov.sk/,+421 905 063 514,Bešeňová,Dodávateľ,,
profesionali-maliari,profesionali-maliari,https://profesionalni-maliari.sk/,+421 940 763 126,Nové Mesto,Stavebná firma,,
"INVECLEAN s.r.o. Maliarske služby v BA,TN okolie","INVECLEAN Maliarske služby v BA,TN okolie",https://inveclean.sk/,+421 910 100 717,Bratislava,Maliar,,
"Pedatný maliar | Maliar Bratislava, Maliarske práce, Tapetovanie",Pedatný maliar,https://topservis-bratislava.sk/maliar-bratislava/,+421 908 437 079,Ružinov,Maliar,,
Martin Segeda-maliar Košice,Martin Segeda-maliar Košice,https://www.maliar.top/,+421 915 365 712,Košice,Maliar,,
Maliarske práce - BUMMI,Maliarske práce,,+421 911 255 771,Spišská Nová Ves,Maliar,,
P A N M A R A | maliarske práce,P,https://linkbio.co/panmara,+421 902 434 480,Skalica,Maliar,,
Maľovanie Michal Bratislava,Maľovanie Michal Bratislava,https://www.malovaniemichal.sk/,+421 951 451 161,Bratislava I,Maliar,,
COME WORKS s. r. o.,COME,http://comeworks.eu/,+43 664 75420985,Levice,Stavebná firma,,
Maliarske a natieračské práce Žilina,Maliarske a natieračské práce Žilina,https://m.facebook.com/100069475434848/,+421 903 440 365,Žilina,Maliar,,
Malex - Profesionálne stavebné a maliarske práce,Malex,https://www.malex.sk/,+421 949 168 816,Podunajské Biskupice,Stavebné služby,,
Strojové omietky a maliarske práce,Strojové omietky a maliarske práce,,+421 910 910 985,Žilina,Stavebná firma,,
J+S Maliari,J+S,https://jsmaliari.sk/,+421 949 121 722,Obyce,Maliar,,
Stierky Zvolen,Stierky Zvolen,,+421 944 421 061,Zvolen,Stavebné služby,,
Benátsky štuk. Dekorativne upravy stien.,Benátsky štuk. Dekorativne upravy stien.,https://www.mramori.sk/,+421 949 727 374,Horné Naštice,Firemná kancelária,,
"Larok Decor ( dekoračné malby, stierky. )",LAROK,https://www.larokdecor.com/,+421 903 929 544,Dolný Štál,Maliarsky ateliér,,
"Michaelo Cavalli - Benátsky štuk, dekoratívne farby a stierky",Michaelo Cavalli,https://www.michaelocavalli.sk/,+421 940 777 192,"Sekčov, Prešov",Umelec,,
KARKI Showroom Bratislava - Dekoratívne stierky & omietky,KARKI,https://www.karki.sk/,+421 918 808 298,Bratislava,Interiérový dekoratér,,
Marcodecor s.r.o.,Marcodecor,,+421 908 484 944,Nové Zámky,Maliar,,
Stierky Blatné | STENMAL PLUS s.r.o.,Stierky Blatné,,+421 2/332 272 08,Blatné,,,
U MALIARA - sieť predajní farieb Chemolak,U,https://www.chemolak.sk/,+421 905 400 145,Štúrovo,Obchod s farbami,,
Maliar Nitra,Maliar Nitra,https://www.maliarnitra.sk/,+421 911 783 783,"Chrenová, Nitra",Maľba,,
Maliar Milan Mészáros Nove Zámky,Maliar Milan Mészáros Nove Zámky,,+421 905 392 044,Nové Zámky,Maliar,,
Mivalpaza maliar,Mivalpaza maliar,,+421 905 571 252,"Košúty, Martin",Maliar,,
Maliar Paul – Maliarske práce Bratislava,Maliar Paul,https://www.bratislava-maliar.sk/,+421 904 254 124,,Maliar,,
Kelkó Tamás KEL-TOM,KELKÓ,http://www.kel-tom.sk/,+421 908 261 334,Svätý Peter,Maliar,,
DH maliar s.r.o.,DH,https://www.dhbau.sk/,+421 904 379 460,,Maliar,,
MALIAR MIRO s. r. o.,MALIAR MIRO,https://maliar-bytov.sk/,+421 905 176 502,Senec,Maliar,,
Maliaradam.sk,Maliaradam,https://www.maliaradam.sk/,,Bratislava,Maliar,,
Erkomal s.r.o.,Erkomal,http://www.erkomal.sk/,+421 905 320 640,Petržalka,Maliar,,
zamaluj.sk,zamaluj,http://zamaluj.sk/,+421 915 094 354,Nové Zámky,Maliar,,
Váš Maliar,VÁŠ,,+421 915 270 209,Nové Mesto nad Váhom,Maliar,,
Malovanie Komárno,Malovanie Komárno,https://www.malovaniekomarno.sk/,+421 907 037 906,Komárno,Maliar,,
Maltap.sk - maliar a tapetár Bratislava a okolie,Maltap,https://www.maltap.sk/,+421 910 702 444,Ružinov,Maliar,,
Kachličkovo,Kachličkovo,https://www.kachlickovo.sk/,+421 911 102 190,Malinovo,Obchod s dlažbou a kachličkami,,
"ProCeram - Bratislava - obklady, dlažby, kúpeľňové vybavenie",ProCeram,http://www.proceram.sk/,+421 2/482 098 22,Bratislava,Obchod s dlažbou a kachličkami,,
Obklady a dlažby Hest,Obklady a dlažby Hest,,+421 902 854 105,Kysucké Nové Mesto,Obchod s dlažbou a kachličkami,,
"Keramika GS - Obklad, dlažba, sanita - kúpeľňové štúdio - Prešov",Keramika GS,http://www.keramikags.sk/,+421 947 978 137,"Šarišské Lúky, Ľubotice",Obchod s príslušenstvom do kúpeľne,,
Keramika Soukup SR,Keramika Soukup SR,https://www.keramikasoukup.sk/kontakty/bratislava/,+421 2/492 010 11,Bratislava,Obchod s príslušenstvom do kúpeľne,,
Obklady MR - štúdio obkladov a dlažieb - Prešov,Obklady MR,https://obkladymr.sk/,+421 948 790 817,Prešov,Showroom,,
Zlatko Gašpar,Zlatko Gašpar,,+421 944 282 472,Bratislava,Maliar,,
Čunderlík - Maliarske služby/striekanie vysokým tlakom,Čunderlík,,+421 940 555 441,Nová Baňa,Maliar,,
MTM mal s.r.o.,MTM,https://mtmmal.sk/,+421 949 605 124,Bratislava,Maliar,,
Maľovanie Liptov,Maľovanie Liptov,,+421 948 880 678,Bešeňová,Maliar,,
"MARZE, maľovanie a rek. interiérov","MARZE, maľovanie a rek. interiérov",http://www.malovaniemarze.sk/,+421 905 322 887,Bratislava,Maliar,,
Jaroslav Trnka INTEXTMAL,Jaroslav Trnka INTEXTMAL,http://www.intextmal.sk/,,Veľký Kýr,Maliar,,
AK Painting,AK,,+421 915 701 654,Šurany,Maliar,,
Maliari Žilina,Maliari Žilina,,+421 905 011 734,Žilina,Maliar,,
Maľovkáreň,Maľovkáreň,https://malovkaren.sk/,+421 949 387 283,,Maliar,,
MALIAR NATIERAČ Nemcsok Ladislav,MALIAR NATIERAČ Nemcsok Ladislav,,+421 36/741 22 74,Šahy,,,
Maliar - Natierač - Forgács,Maliar,,+421 35/777 10 98,Kolárovo,Maliar,,
MALIAR NATIERAČ Bulejko Ladislav,MALIAR NATIERAČ Bulejko Ladislav,,+421 32/649 20 38,Horná Súča,,,
"POLÍVKA ZDENĚK natierač, montážne práce vo výškach","POLÍVKA ZDENĚK natierač, montážne práce vo výškach",,+421 37/779 88 62,Svätoplukovo,,,
"Vojtech Sabo - MALIAR, NATIERAČ",Vojtech Sabo,,+421 903 727 314,Devínska Nová Ves,,,
Szomolai Vojtech - maliar-natierač,Szomolai Vojtech,,+421 903 447 872,Kolárovo,,,
Marián Krajčír: Maliar a natierač,Marián Krajčír,,+421 905 236 521,Záhorská Bystrica,Maliar,,
Karol László - MALIAR-NATIERAČ,KAROL,,+421 903 751 425,Dunajská Streda,,,
Ravasz Ján - maliar-natierač,Ravasz Ján,,+421 903 413 397,Nový Život,Maliar,,
"Šmihula - Maliar, Natierač",Šmihula,,+421 44/522 35 51,Kráľova Lehota,Maliar,,
"HORVÁTH GEJZA - MALIAR, NATIERAČ, REKONŠTRUKCIE BYTOV",HORVÁTH GEJZA,,+421 2/628 600 03,Jarovce,Dodávateľ,,
Alexander Varga maliar-natierač,Alexander Varga maliar-natierač,,+421 903 416 771,Tureň,Maliar,,
"Alexander Patócs maliar, natierač","Alexander Patócs maliar, natierač",,+421 910 976 519,Veľké Blahovo,Maliar,,
MALIAR NATIERAČ Dobrovodský Martin,MALIAR NATIERAČ Dobrovodský Martin,,+421 34/779 74 15,Gajary,,,
Gustáv Szalay maliar-natierač,Gustáv Szalay maliar-natierač,,+421 903 411 875,Kaplna,Maliar,,
Tref Elektric,TREF,,+421 907 494 902,Bíňa,Elektrikár,,
Farel Elektro - Štúrovo,FAREL,,+421 911 260 432,Štúrovo,Predajňa osvetlenia,,
HAGARD:HAL,HAGARD,http://www.hagard.sk/,+421 945 430 420,"Priemyselný obvod pri Dunaji, Štúrovo",Obchod s elektrotechnickými potrebami,,
Grand Elektro - Elektroinštalačné práce,GRAND,,+421 918 257 277,,Elektrikár,,
Lukács Zoltán - ELEKTROINŠTALATÉR,Lukács Zoltán,,+421 903 437 358,Pribeta,Elektrikár,,
Bypass Elektro s.r.o,BYPASS,,+421 949 331 791,Svätý Peter,Elektrikár,,
Elektroinštalácie Štibraň,Elektroinštalácie Štibraň,,+421 948 015 243,Svätý Peter,Elektrikár,,
Západoslovenskí elektrikári s.r.o,Západoslovenskí elektrikári,http://www.zsei.sk/,+421 944 888 556,Veľký Kýr,Elektroinštalačné služby,,
EMIS 369 s.r.o.,EMIS,,+421 948 229 192,Iža,Elektrikár,,
Elektrikár Levice,Elektrikár Levice,https://www.elektrikarlevice.sk/,+421 911 436 888,Levice,Elektrikár,,
Marek Šlégr - Elektrikár Bratislava,MAREK,https://www.elektrikarbratislava.sk/,+421 905 501 481,Petržalka,Elektrikár,,
"Stredná odborná škola techniky, služieb a obchodu","Stredná odborná škola techniky, služieb a obchodu",http://www.soupst.sk/,+421 36/751 13 68,Štúrovo,Elektrikár,,
"Lešenia, s.r.o.",Lešenia,http://www.lesenia.sk/,+421 48/415 29 21,Banská Bystrica,Dodávateľ stavebných materiálov,,
Stavebná Firma Obnova,Stavebná Firma Obnova,https://obnovanz.sk/kontakt/,+421 905 677 573,Nové Zámky,Stavebná firma,,
"EBI lešenie, Sklad",EBI,,,Trstice,Stavebné služby,,
Lešenie BB,Lešenie BB,http://www.leseniebb.sk/,+421 944 003 191,Banská Bystrica,Stavebniny,,
Foxbau s.r.o.,Foxbau,http://www.foxbau.sk/,+421 903 658 560,Nitra,Požičovňa zariadení,,
Mgr. Jana Sláviková - ALSEMI,MGR.,,+421 918 080 103,Hul,Stavebná firma,,
4 Estates s.r.o. - Lešenie - Banská Bystrica - Zvolen,4,http://www.lesenia.com/,+421 903 509 900,Banská Bystrica,Firemná kancelária,,
"Limestone SK, s.r.o.",Limestone SK,http://www.limestone.sk/,+421 905 557 639,"Pri Bani, Nové Zámky",Stavebná firma,,
Electro Team s.r.o. Elektroinštalácie servis a montáž,Electro Team Elektroinštalácie servis a montáž,http://www.electroteam.sk/,+421 904 646 656,Žilina-Solinky,Elektrikár,,
Amperátor - elektroinštalácie (elektrikár),Amperátor,https://amperator.sk/,+421 903 466 798,Levice,Elektrikár,,
Elektroinštalácie a servis Prievidza,Elektroinštalácie a servis Prievidza,https://www.elektrikarprievidza.sk/,+421 908 149 114,Prievidza,Elektrikár,,
LV-Elektroinštalácie,LV-Elektroinštalácie,,+421 911 653 776,Levice,Elektrikár,,
Elektroinštalácie Poprad s.r.o.,Elektroinštalácie Poprad,http://elektroinstalaciepoprad.sk/,+421 948 132 867,"Veľká, Poprad",Elektrikár,,
Romont Elektroinštalácie - Profesionálne elektroinštalačné služby,Romont Elektroinštalácie,http://romont.sk/,+421 905 582 729,Lamač,Elektrikár,,
Matúš Janček EXPRES ELEKTRO,MATÚŠ,http://www.expres-elektro.sk/,+421 908 155 669,Hul,Elektroinštalačné služby,,
JPelektroinstalacie s. r. o.,JPelektroinstalacie,https://www.jpelektroinstalacie.sk/,+421 949 661 705,Čadca,Elektroinštalačné služby,,
Elektroinštalácie Zettech,Elektroinštalácie Zettech,,+421 911 337 966,Žilina-Solinky,Elektrikár,,
Elektroinštalácie INEKTRA,Elektroinštalácie INEKTRA,http://www.inektra.sk/,+421 907 311 041,Tekovské Lužany,Elektroinštalačné služby,,
Elektroinštalácie - Michal Vasilík,Elektroinštalácie,,+421 903 278 815,Blahová,Elektroinštalačné služby,,
Elektroinštalácie Levice - Eelektro,Elektroinštalácie Levice,,+421 37/233 37 33,Levice,Elektrikár,,
RsElektro Elektroinštalácie Kysuce Čadca,RsElektro Elektroinštalácie Kysuce Čadca,https://rselektro.online/,+421 949 267 577,Čierne,Elektrikár,,
UNIMAL SK s.r.o.,UNIMAL SK,http://www.unimal.sk/,+421 35/760 22 51,Hurbanovo,Obchod s farbami,,
Stefania Interiors,Stefania Interiors,,+421 907 097 667,,Interiérový dizajnér,,
DomElektro,DomElektro,,+421 944 497 673,Hurbanovo,Elektrikár,,
Peter Gál Elektrotechnik,PETER,,+421 908 549 563,Chotín,Elektroinštalačné služby,,
Daniel Szabó - ELEKTROMECHANIK,Daniel Szabó,,+421 903 443 134,Dulovce,Elektrikár,,
MELTECH s.r.o.,MELTECH,,,Marcelová,Elektroinštalačné služby,,
Meltech s.r.o.,Meltech,,+421 948 061 628,Marcelová,Elektroinštalačné služby,,
AVVIS spol. s r.o.,AVVIS,https://www.avvis.sk/,+421 903 264 754,Iža,Počítačová podpora a služby,,
Elektroinštalačné služby | Stavebné práce,Elektroinštalačné služby,https://www.jaksim.work/,,Sereď,Elektroinštalačné služby,,
Elektro práce s.r.o,Elektro práce,http://www.elektroprace-revizie.sk/,+421 905 938 697,Lehnice,Elektrikár,,
