"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","url","categoryName"
"HRMO RÓBERT Ing. - AUTORIZOVANÝ GEODET",,,"Svätého Štefana 655","Štúrovo",,"SK",,"+421 36/751 24 12","Geodet",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=HRMO%20R%C3%93BERT%20Ing.%20-%20AUTORIZOVAN%C3%9D%20GEODET&query_place_id=ChIJTTxmVqJhakcR-gXXOVSvjzA","Geodet"
"Geodetická Kancelária - Silvia Hrmová",,,"Svätého Štefana 655","Štúrovo",,"SK",,"+421 36/751 24 12","Geodet",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Geodetick%C3%A1%20Kancel%C3%A1ria%20-%20Silvia%20Hrmov%C3%A1&query_place_id=ChIJ769vVqJhakcR0m57G4pQb_w","Geodet"
"Ing. István Gyöpös - GEOpos",,,"Tabánska 1910","Bátorove Kosihy",,"SK",,"+421 902 257 149","Geodet",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ing.%20Istv%C3%A1n%20Gy%C3%B6p%C3%B6s%20-%20GEOpos&query_place_id=ChIJb90qoUBXakcRNgZ3mk-rrRE","Geodet"
"Eliner s.r.o",,,"Orechová 43","Štúrovo",,"SK",,"+421 911 555 376","Stavebný ekonóm",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Eliner%20s.r.o&query_place_id=ChIJbVspT0lhakcRcJP4Pwfi0Qo","Stavebný ekonóm"
"GEODET - ROSKO RÓBERT","5","5","Podzámska 7808/34","Nové Zámky",,"SK",,"+421 905 626 897","Zememerač",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=GEODET%20-%20ROSKO%20R%C3%93BERT&query_place_id=ChIJ5ScQvFQBa0cRM9n_6W3UM5U","Zememerač"
"GEODET","4.5","4","Okružná 42","Slovenský Grob",,"SK",,"+421 915 816 003","Geodet",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=GEODET&query_place_id=ChIJW9QSU_aRbEcROszPObYzpDc","Geodet"
"GEODET-KA s. r. o.","5","16","Gazdovská 972/22","Okoličné, Liptovský Mikuláš",,"SK","http://geodetka.sk/","+421 905 353 627","Geodet",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=GEODET-KA%20s.%20r.%20o.&query_place_id=ChIJP0hVtf6bFUcR1AC1MePOZF8","Geodet"
"Geo-group","5","2","Kraskova 2","Nové Zámky",,"SK","http://www.geo-group.sk/","+421 902 256 967","Geodet",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Geo-group&query_place_id=ChIJ3ameCooHa0cRyoIdznuhGAQ","Geodet"
"Geodetická kancelária MMGEO plus s.r.o. - Mihály a syn","5","31","Záhradnícka 10","Komárno",,"SK","http://topcon.sk/","+421 905 792 871","Zememerač",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Geodetick%C3%A1%20kancel%C3%A1ria%20MMGEO%20plus%20s.r.o.%20-%20Mih%C3%A1ly%20a%20syn&query_place_id=ChIJc9GKCEata0cRmRFF17pWCjw","Zememerač"
"Uhorščák Milan",,,"Hlavná 159 94655","Pribeta",,"SK",,"+421 910 969 339","Geodet",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Uhor%C5%A1%C4%8D%C3%A1k%20Milan&query_place_id=ChIJp7x1MkP_akcRYJe23PlxlDk","Geodet"
"Geodet Partizánske Geodex s.r.o.","5","12","Šípková 12","Malé Uherce",,"SK","http://www.geodetpartizanske.sk/","+421 918 616 624","Geodet","Zememeračská kancelária","Zememerač",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Geodet%20Partiz%C3%A1nske%20Geodex%20s.r.o.&query_place_id=ChIJE_B6RULPFEcRTZqchWhBwvo","Geodet"
"Geodetická Kancelária - Ing. Jozef Ürge",,,"Tatranská 9485/188","Nové Zámky",,"SK",,"+421 905 324 591","Geodet",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Geodetick%C3%A1%20Kancel%C3%A1ria%20-%20Ing.%20Jozef%20%C3%9Crge&query_place_id=ChIJJcr9scAGa0cRm3odZ7ATE3I","Geodet"
"Ing. Martin Riška - GEODET","5","3","Svätý kríž 274","Svätý Kríž",,"SK","https://www.mrgeodet.eu/","+421 903 805 083","Geodet",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ing.%20Martin%20Ri%C5%A1ka%20-%20GEODET&query_place_id=ChIJ5RoHGxWObEcRZaRW7sndgkk","Geodet"
"Ing. Zoltán Gasparik G-geo","5","1","Zlatnícka 378/18","Želiezovce",,"SK","http://www.g-geo.sk/","+421 907 865 038","Geodet","Zememeračská kancelária",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ing.%20Zolt%C3%A1n%20Gasparik%20G-geo&query_place_id=ChIJc5uiACOTakcRyKE-9-KZxlE","Geodet"
"GEODET Ing. Ladislav Garay","3.7","3","Agátová 27","Dunajská Streda",,"SK",,"+421 905 269 605","Zememerač",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=GEODET%20Ing.%20Ladislav%20Garay&query_place_id=ChIJh7jTFqOda0cR8R9v4coteYc","Zememerač"
"Schváb Sabína - Geodetická kancelária",,,"M. R. Štefánika 999","Nové Zámky",,"SK",,"+421 908 735 914","Geodet",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Schv%C3%A1b%20Sab%C3%ADna%20-%20Geodetick%C3%A1%20kancel%C3%A1ria&query_place_id=ChIJez8PmFQBa0cRYCDH91LQ5Nc","Geodet"
"Horváth Vincent geodet","5","21","Slovenského národného povstania 956/6","Šaľa",,"SK",,"+421 905 711 419","Geodet",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Horv%C3%A1th%20Vincent%20geodet&query_place_id=ChIJ8XxBoQVta0cRm3FbhMWyb6Y","Geodet"
"BUGÁR MAREK - geodet Komárno - GEODETA s.r.o.","5","1","Svätojánska 12","Komárno",,"SK","http://www.geodetkomarno.sk/","+421 907 299 279","Geodet",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=BUG%C3%81R%20MAREK%20-%20geodet%20Kom%C3%A1rno%20-%20GEODETA%20s.r.o.&query_place_id=ChIJkTRERlqta0cReiZUxQIqKHE","Geodet"
"Ing. Peter Moravčík- autorizovaný geodet a kartograf",,,"Kmeťovo 394, Kmeťovo","Kmeťovo",,"SK",,"+421 903 844 848","Geodet",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ing.%20Peter%20Morav%C4%8D%C3%ADk-%20autorizovan%C3%BD%20geodet%20a%20kartograf&query_place_id=ChIJ7UNYDzEZa0cRI9Hx-EQ4BPQ","Geodet"
"Pákozdi & Fülöpp geodézia - geodet Komárno","5","1","Jókaiho 21","Komárno",,"SK","http://www.geodeziakomarno.sk/","+421 35/770 43 99","Zememerač",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=P%C3%A1kozdi%20%26%20F%C3%BCl%C3%B6pp%20geod%C3%A9zia%20-%20geodet%20Kom%C3%A1rno&query_place_id=ChIJGdr1XVSta0cRC9HMszWHago","Zememerač"
"GEODÉZIA LEVICE s.r.o.","3.9","9","Sv. Michala 2404","Levice",,"SK","http://www.geodezia-levice.sk/","+421 910 908 567","Geodet",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=GEOD%C3%89ZIA%20LEVICE%20s.r.o.&query_place_id=ChIJyU8_WVDcakcRTv_3G9QLQG0","Geodet"
"Geodézia Žilina As","5","1","M. Mišíka 408/26","Prievidza-Staré Mesto",,"SK","http://www.geodezia.sk/","+421 46/542 15 62","Geodet",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Geod%C3%A9zia%20%C5%BDilina%20As&query_place_id=ChIJOUdDjPHcFEcR-_TrRyo3Bn4","Geodet"
"GEODÉZIA Košice, s.r.o.","4.6","27","Barčianska 936/66","Košice",,"SK","https://geodeziakosice.sk/","+421 905 340 922","Zememerač",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=GEOD%C3%89ZIA%20Ko%C5%A1ice%2C%20s.r.o.&query_place_id=ChIJeYvBCAkgP0cR8naoiUnyPxo","Zememerač"
"Geodetické služby a geodézia - GEPRA Košice","5","30","Zlaté pole 63/1","Malá Ida",,"SK","https://www.gepra.sk/",,"Geodet",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Geodetick%C3%A9%20slu%C5%BEby%20a%20geod%C3%A9zia%20-%20GEPRA%20Ko%C5%A1ice&query_place_id=ChIJjee9OU8eP0cRcjP3F8_0rdY","Geodet"
"Attila Vörös - Vatti GEO","5","1","Tržničné Námestie 4810","Komárno",,"SK","https://vattigeo.sk/sk","+421 905 779 657","Zememerač",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Attila%20V%C3%B6r%C3%B6s%20-%20Vatti%20GEO&query_place_id=ChIJ7XWVOlata0cRr2DaV3RSKRA","Zememerač"
"Geodetická Kancelária Mhl","4.3","6","Záhradnícka 16","Komárno",,"SK",,"+421 35/770 19 45","Geodet",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Geodetick%C3%A1%20Kancel%C3%A1ria%20Mhl&query_place_id=ChIJqyIcfVGta0cRW11a7sQIWEU","Geodet"
"Úrad geodézie kartografie a katastra SR","4.8","4","Chlumeckého 1941/2","Ružinov",,"SK","http://www.gku.sk/","+421 2/208 160 02","Vládny úrad",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=%C3%9Arad%20geod%C3%A9zie%20kartografie%20a%20katastra%20SR&query_place_id=ChIJFdcvbi6PbEcRrSXjNoqpkcw","Vládny úrad"
"GEOFYZIKÁLNE LABORATÓRIUM SAV",,,"Komárňanská 260","Hurbanovo",,"SK",,"+421 35/760 22 11","Geodet",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=GEOFYZIK%C3%81LNE%20LABORAT%C3%93RIUM%20SAV&query_place_id=ChIJqwtQKtqqa0cRe9fEg3P7SD8","Geodet"
"geodet - zameranie pozemku - geometrický plán- super cena - geodeti.top",,,"Blumentálska 2815/4","Bratislava",,"SK","https://www.geodeti.top/geodet-bratislava/","+421 948 730 267","Geodet",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=geodet%20-%20zameranie%20pozemku%20-%20geometrick%C3%BD%20pl%C3%A1n-%20super%20cena%20-%20geodeti.top&query_place_id=ChIJtXZvfCuJbEcRwPaGw1oV4a0","Geodet"
"Inžinierska geodézia - Ing. Vincent Dulina CZIPO","5","2","Kmeťova 1529/36","Košice",,"SK","http://www.czipo.sk/","+421 903 568 893","Geodet",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=In%C5%BEinierska%20geod%C3%A9zia%20-%20Ing.%20Vincent%20Dulina%20CZIPO&query_place_id=ChIJie1WpWLgPkcR2tM3886WkMg","Geodet"
"najgeodet","5","12","Košice SK, Kukučínova 84/5","Juh",,"SK","https://www.najgeodet.sk/kontakt/","+421 948 916 888","Geodet",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=najgeodet&query_place_id=ChIJxTPqHu3gPkcR6FWDGD9kx8Y","Geodet"
"Geo Advice, s.r.o.","4.1","15","P. Pázmaňa 51/19 budova Daňového úradu","Šaľa",,"SK","https://www.geoadvice.sk/","+421 917 212 934","Geodet",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Geo%20Advice%2C%20s.r.o.&query_place_id=ChIJE-Y9WBJta0cRkeDIDhwLHg8","Geodet"
"GeoID s.r.o.","5","2","Centrum 2304","Považská Bystrica",,"SK","http://www.geoid.sk/","+421 903 782 093","Geodet",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=GeoID%20s.r.o.&query_place_id=ChIJe4vpjlCJFEcR4CZEJrdANbM","Geodet"
"GEOTOP Košice, s.r.o.","4.6","19","Južná trieda 1598/82","Košice",,"SK","http://www.geotopke.sk/","+421 905 759 716","Geodet",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=GEOTOP%20Ko%C5%A1ice%2C%20s.r.o.&query_place_id=ChIJXWDRZQkgP0cR0tPxB_c8Tac","Geodet"
"Geodézia Záhorie, s.r.o. - Ing. Mgr. Peter Gulíšek","5","8","bývalá autobusová stanica - oproti Srdiečku a katastru, Pplk. Pľjušťa 1","Skalica",,"SK","https://gz.sk/","+421 905 534 826","Geodet","Stavebný konzultant","Inžinierske poradenstvo","Zememeračská kancelária","Zememerač","Banský inžinier",,,,,"https://www.google.com/maps/search/?api=1&query=Geod%C3%A9zia%20Z%C3%A1horie%2C%20s.r.o.%20-%20Ing.%20Mgr.%20Peter%20Gul%C3%AD%C5%A1ek&query_place_id=ChIJw8pmcFQwE0cRuDl9bBb_oP4","Geodet"
"iGEO s.r.o.","4","2","Antona Bernoláka 1410","Ružomberok",,"SK","http://igeo.sk/","+421 905 838 507","Geodet",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=iGEO%20s.r.o.&query_place_id=ChIJuzkl882nFUcRbWUbK80riSY","Geodet"
"Geodetické práce Ing. Martin Ondriaš","5","2","Námestie Andreja Hlinku 2155","Zlaté Moravce",,"SK",,"+421 905 276 508","Geodet",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Geodetick%C3%A9%20pr%C3%A1ce%20Ing.%20Martin%20Ondria%C5%A1&query_place_id=ChIJO3dI2msva0cRz8fKxbrYF_4","Geodet"
"Geodat Real s.r.o.","5","10","Námestie generála Štefánika 531/6","Stará Ľubovňa",,"SK","http://geodat.sk/","+421 903 611 872","Geodet",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Geodat%20Real%20s.r.o.&query_place_id=ChIJrV6a6qcSPkcRj4OHNSt7DKw","Geodet"
"Geodetické Služby S. r. O.","4.9","7","Slovenského národného povstania 71/71","Žiar nad Hronom",,"SK","http://www.geodetsl.sk/","+421 905 282 519","Geodet",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Geodetick%C3%A9%20Slu%C5%BEby%20S.%20r.%20O.&query_place_id=ChIJI0RPMAUvFUcRCL2mbjMgjEk","Geodet"
"Predný Mladen Ing.","5","1","Holubičia 7607/20","Nové Zámky",,"SK",,"+421 905 650 083","Geodet",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Predn%C3%BD%20Mladen%20Ing.&query_place_id=ChIJH-i2NLoGa0cRgJsX053zKKI","Geodet"
"ArchiGEO s.r.o.","4.3","3","Južná trieda 1591/66","Košice",,"SK","http://www.archigeo.sk/","+421 915 181 858","Geodet",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=ArchiGEO%20s.r.o.&query_place_id=ChIJ31ci6D3gPkcRgDbwvpSq6Cw","Geodet"
"Bc. Igor Miškuf - IMGEOS","5","2","Budovateľská 3600/44 kancel.-Budovateľská 38,PCP, č d.7","Prešov",,"SK","http://www.imgeos.sk/","+421 907 544 267","Geodet",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bc.%20Igor%20Mi%C5%A1kuf%20-%20IMGEOS&query_place_id=ChIJ83iI7MDtPkcRjs22gqIwFHc","Geodet"
"iSIETE s.r.o.","5","2","Fučíkova 460/254","Sládkovičovo",,"SK","https://isiete.sk/",,"Geodet","Inžinierske poradenstvo",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=iSIETE%20s.r.o.&query_place_id=ChIJUfT3q79la0cRujv6Z3qEMiQ","Geodet"
"GEOS - geodetické služby, s.r.o","4.5","6","Kúpeľná 1","Šaľa",,"SK","http://www.geos-sala.sk/","+421 907 067 867","Geodet",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=GEOS%20-%20geodetick%C3%A9%20slu%C5%BEby%2C%20s.r.o&query_place_id=ChIJ4xNriwpta0cRsLgfuHLwwAA","Geodet"
"Geodetická Kancelária - Ing. Ľubomír Šagát","4.8","4","Janka Kráľa 1033","Nitra-Staré Mesto",,"SK","http://www.geanitra.sk/kontakt/","+421 37/651 74 15","Geodet",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Geodetick%C3%A1%20Kancel%C3%A1ria%20-%20Ing.%20%C4%BDubom%C3%ADr%20%C5%A0ag%C3%A1t&query_place_id=ChIJ0xf05h4_a0cR_uQ0tTUWbiU","Geodet"
"Geodetická kancelária URBAN - LAUKO spol. s r.o.","5","9","Boženy Slančíkovej - Timravy 1A","Levice",,"SK","http://www.gkul.sk/","+421 36/631 90 36","Geodet",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Geodetick%C3%A1%20kancel%C3%A1ria%20URBAN%20-%20LAUKO%20spol.%20s%20r.o.&query_place_id=ChIJC0s1-lDcakcRLvfCR0ftU4U","Geodet"
"GEOS Košice, s.r.o.","5","4","Gemerská 3","Košice",,"SK","https://www.geos-kosice.sk/","+421 903 318 393","Geodet",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=GEOS%20Ko%C5%A1ice%2C%20s.r.o.&query_place_id=ChIJD3BWBAkgP0cR8zYbKHUDCjk","Geodet"
"Atelier - Projekty a statika stavieb Ing. Miroslav Varga","5","2","Westend Plazza, Lamačská cesta 3","Karlova Ves",,"SK","https://projektystatika.sk/","+421 910 665 777","Stavebný inžinier",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Atelier%20-%20Projekty%20a%20statika%20stavieb%20Ing.%20Miroslav%20Varga&query_place_id=ChIJdT43qHWMbEcRSUp6mkf9wQc","Stavebný inžinier"
"Statika stavieb Bratislava",,,"Tranovského 35","Dúbravka",,"SK","https://www.statikastavieb.com/","+421 2/396 446 29","Stavebný inžinier",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Statika%20stavieb%20Bratislava&query_place_id=ChIJ9QRgVbiMbEcRUbEluHsOLEM","Stavebný inžinier"
"Erby - Statika Stavieb, S.r.o.",,,"Matuškova 398","Košice",,"SK","http://www.statikastavieb.sk/","+421 55/625 75 59","Dodávateľ",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Erby%20-%20Statika%20Stavieb%2C%20S.r.o.&query_place_id=ChIJOy1frW3gPkcRUXqn8IVmPNY","Dodávateľ"
"Projekt a statika stavieb",,,"Námestie osloboditeľov 68","Liptovský Mikuláš",,"SK","http://www.projekt-statika.sk/","+421 905 796 895","Projektantské služby",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Projekt%20a%20statika%20stavieb&query_place_id=ChIJHa5xLLWZFUcRNh8EfmHunpE","Projektantské služby"
"Procing s.r.o. - statika stavieb",,,"Skladná 1 Kasárne/Kulturpark, budova Bravo","Košice",,"SK","https://www.procing.sk/","+421 918 598 853","Konštrukčný inžinier","Stavebný konzultant","Stavebný inžinier","Projektantské služby",,,,,,,"https://www.google.com/maps/search/?api=1&query=Procing%20s.r.o.%20-%20statika%20stavieb&query_place_id=ChIJ_XUJ9jfhPkcR8Jh2vsUDuHw","Konštrukčný inžinier"
"Statika stavieb: Ing. Ján Hazucha","4.6","12","V. P. Tótha 1081","Zvolen",,"SK",,"+421 45/533 59 82","Stavebný inžinier",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Statika%20stavieb%3A%20Ing.%20J%C3%A1n%20Hazucha&query_place_id=ChIJTSvj1yU4FUcR-9Ydv0vKZIc","Stavebný inžinier"
"STECHO constructions s.r.o.","4.8","5","Hviezdoslavova 10","Trnava",,"SK","https://stecho.sk/","+421 910 550 737","Projektantské služby","Stavebný inžinier",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=STECHO%20constructions%20s.r.o.&query_place_id=ChIJBeeQ4bChbEcR4kHw7pKMgPM","Projektantské služby"
"STATIKA STAVIEB - Ing. Jozef Zemanovič",,,"Obyce 483, Obyce","Obyce",,"SK",,"+421 918 534 271",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=STATIKA%20STAVIEB%20-%20Ing.%20Jozef%20Zemanovi%C4%8D&query_place_id=ChIJJaYLLLIua0cRlnNB77f22N8",
"BOČEK & partners Bratislava # statika stavieb","5","5",,,,,"http://www.bocek.sk/",,"Stavebný inžinier","Firemná kancelária","Service establishment",,,,,,,,"https://www.google.com/maps/search/?api=1&query=BO%C4%8CEK%20%26%20partners%20Bratislava%20%23%20statika%20stavieb&query_place_id=ChIJbfG08UiJbEcR90IAfrWwdR4","Stavebný inžinier"
"Statika stavieb Ing. Ľubomír Vorčák","5","4","Ťapešovo 146, Ťapešovo","Ťapešovo",,"SK","http://statika-stavieb-vorcak.sk/","+421 910 984 650","Stavebný inžinier",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Statika%20stavieb%20Ing.%20%C4%BDubom%C3%ADr%20Vor%C4%8D%C3%A1k&query_place_id=ChIJH6dYai3JFUcRxE7QaYSdjlo","Stavebný inžinier"
"SC STATIK NR s.r.o.","4.5","8","Vajanského 7","Nitra",,"SK","https://www.scstatiknr.sk/","+421 903 260 478","Stavebná firma",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=SC%20STATIK%20NR%20s.r.o.&query_place_id=ChIJZ7YQFx0_a0cRWT4Bg0VT5vE","Stavebná firma"
"statpro statika stavieb",,,"Bratislavská 59/60","Galanta",,"SK","http://statpro.sk/kontakt/","+421 908 415 773",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=statpro%20statika%20stavieb&query_place_id=ChIJUffE1INva0cROz_1A3vE6TA",
"Ing. Viktor Rajcsányi - autorizovaný stavebný inžinier - statika stavieb","5","2","Osuského","Petržalka",,"SK",,"+421 903 213 942","Stavebný inžinier",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ing.%20Viktor%20Rajcs%C3%A1nyi%20-%20autorizovan%C3%BD%20stavebn%C3%BD%20in%C5%BEinier%20-%20statika%20stavieb&query_place_id=ChIJxwIHE0aJbEcRynaWgcbl4Ng","Stavebný inžinier"
"BOČEK & partners Ružomberok # statika stavieb","4","2","Námestie slobody 20","Ružomberok",,"SK","http://www.bocek.sk/",,"Stavebný inžinier","Firemná kancelária",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=BO%C4%8CEK%20%26%20partners%20Ru%C5%BEomberok%20%23%20statika%20stavieb&query_place_id=ChIJT5QlXxqkFUcRcip4147W3nI","Stavebný inžinier"
"Projekting","5","1","Železničná 6","Komárno",,"SK","http://www.projektingkn.sk/","+421 35/772 10 31",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Projekting&query_place_id=ChIJiXY-REWta0cRSzw7J8AXsZI",
"SKAIKON s.r.o.","4.4","7","Cigeľská 7610","Bratislava",,"SK","https://www.skaikon.sk/","+421 918 186 492","Stavebný inžinier","Stavebná spoločnosť","Projektantské služby",,,,,,,,"https://www.google.com/maps/search/?api=1&query=SKAIKON%20s.r.o.&query_place_id=ChIJ6TyElmyObEcRHshucLZNLeI","Stavebný inžinier"
"Statika stavby Galanta. Projekčná činnosť. Nosné konštrukcie.BCKS Inžinieri s.r.o.",,,"Krásna 2488/52","Galanta",,"SK",,"+421 907 554 589","Projektantské služby",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Statika%20stavby%20Galanta.%20Projek%C4%8Dn%C3%A1%20%C4%8Dinnos%C5%A5.%20Nosn%C3%A9%20kon%C5%A1trukcie.BCKS%20In%C5%BEinieri%20s.r.o.&query_place_id=ChIJix7dahBva0cR3lVPZfuEtBQ","Projektantské služby"
"Stading, spol. s.r.o.","5","1","15926/11, Nové záhrady I","Bratislava",,"SK","http://www.stading.sk/","+421 2/446 313 91","Stavebný inžinier",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Stading%2C%20spol.%20s.r.o.&query_place_id=ChIJTf4VspGObEcRo8-m31LGbQU","Stavebný inžinier"
"STATIKA STAVIEB s.r.o.",,,"Ladislava Sáru 1212","Brezno",,"SK",,"+421 48/611 22 92","Architekt",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=STATIKA%20STAVIEB%20s.r.o.&query_place_id=ChIJGykotCZlFUcRmlUTAj3yYkA","Architekt"
"Projekty Statika",,,"Sibírska 831 02","Bratislava",,"SK","https://www.projektystatika.sk/","+421 910 665 777",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Projekty%20Statika&query_place_id=ChIJJUZJqrGObEcRE4Xn0GTZB7A",
"GANAJ statika","5","1","Perlová 9","IV",,"SK","http://ganajstatika.sk/index.html","+421 905 284 351","Technik",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=GANAJ%20statika&query_place_id=ChIJv45R8RzhPkcRbZkbtoRC1A4","Technik"
"statika",,,"Bulharská 1743","Bratislava",,"SK","http://www.statika.sk/","+421 905 317 151","Stavebný inžinier","Stavebné služby",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=statika&query_place_id=ChIJL07B8x-PbEcRFwP9vFDGWjY","Stavebný inžinier"
"ConVesting","5","1","Kysucká 3","Žilina",,"SK","http://statik-zilina.sk/","+421 907 077 023","Projektantské služby",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=ConVesting&query_place_id=ChIJydYqE_9dFEcR5GOKNKwQU4s","Projektantské služby"
"Statika Páleník, s.r.o.","5","1","Gustáva Švéniho 2794/8B","Prievidza",,"SK",,"+421 902 834 843","Firemná kancelária","Projektantské služby",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Statika%20P%C3%A1len%C3%ADk%2C%20s.r.o.&query_place_id=ChIJP7E8C9DdFEcRf-wNuERbUno","Firemná kancelária"
"Ing. Jozef Hviezdarek","5","1","Za poštou 4 D","Hlohovec",,"SK",,"+421 908 422 340","Technik",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ing.%20Jozef%20Hviezdarek&query_place_id=ChIJiaDZdFVaa0cRQ5o0_u2XA8k","Technik"
"Statický posudok",,,"Osadná","Bratislava",,"SK","http://www.statickyposudok.sk/","+421 904 836 686","Stavebný inžinier",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Statick%C3%BD%20posudok&query_place_id=ChIJBSvtybWObEcRd7pxcfa8ZiQ","Stavebný inžinier"
